Isolate,orthogroup,genes,ampo_positive,mhpa_positive
LWH12,OG0002178,LWH12-1.2_001088,FALSE,FALSE
LWH12,OG0002181,LWH12-1.2_002646,FALSE,FALSE
LWH12,OG0002191,LWH12-1.2_001754,FALSE,FALSE
LWH12,OG0002191,LWH12-1.2_002604,FALSE,FALSE
LWH12,OG0002193,LWH12-1.2_002073,FALSE,FALSE
LWH12,OG0002194,LWH12-1.2_002333,FALSE,FALSE
LWH12,OG0002204,LWH12-1.2_002069,FALSE,FALSE
LWH12,OG0002234,LWH12-1.2_000370,FALSE,FALSE
LWH12,OG0002286,LWH12-1.2_002870,FALSE,FALSE
LWH12,OG0002341,LWH12-1.2_003002,FALSE,FALSE
LWH12,OG0002341,LWH12-1.2_003156,FALSE,FALSE
LWH12,OG0002342,LWH12-1.2_002318,FALSE,FALSE
LWH12,OG0002344,LWH12-1.2_002915,FALSE,FALSE
LWH12,OG0002361,LWH12-1.2_003498,FALSE,FALSE
LWH12,OG0002362,LWH12-1.2_003497,FALSE,FALSE
LWH12,OG0002374,LWH12-1.2_002164,FALSE,FALSE
LWH12,OG0002376,LWH12-1.2_001634,FALSE,FALSE
LWH12,OG0002376,LWH12-1.2_003417,FALSE,FALSE
LWH12,OG0002409,LWH12-1.2_000748,FALSE,FALSE
LWH12,OG0002434,LWH12-1.2_001085,FALSE,FALSE
LWH12,OG0002456,LWH12-1.2_000049,FALSE,FALSE
LWH12,OG0002551,LWH12-1.2_002137,FALSE,FALSE
LWH12,OG0002576,LWH12-1.2_002000,FALSE,FALSE
LWH12,OG0002577,LWH12-1.2_001999,FALSE,FALSE
LWH12,OG0002638,LWH12-1.2_002869,FALSE,FALSE
LWH12,OG0002665,LWH12-1.2_001476,FALSE,FALSE
LWH12,OG0002678,LWH12-1.2_002194,FALSE,FALSE
LWH12,OG0002689,LWH12-1.2_000279,FALSE,FALSE
LWH12,OG0002693,LWH12-1.2_003121,FALSE,FALSE
LWH12,OG0002704,LWH12-1.2_001571,FALSE,FALSE
LWH12,OG0002705,LWH12-1.2_001570,FALSE,FALSE
LWH12,OG0002750,LWH12-1.2_000037,FALSE,FALSE
LWH12,OG0002757,LWH12-1.2_002408,FALSE,FALSE
LWH12,OG0002759,LWH12-1.2_003168,FALSE,FALSE
LWH12,OG0002801,LWH12-1.2_002097,FALSE,FALSE
LWH12,OG0002801,LWH12-1.2_002339,FALSE,FALSE
LWH12,OG0002810,LWH12-1.2_000041,FALSE,FALSE
LWH12,OG0002811,LWH12-1.2_002146,FALSE,FALSE
LWH12,OG0002830,LWH12-1.2_001247,FALSE,FALSE
LWH12,OG0002831,LWH12-1.2_001246,FALSE,FALSE
LWH12,OG0002896,LWH12-1.2_002135,FALSE,FALSE
LWH12,OG0002915,LWH12-1.2_003183,FALSE,FALSE
LWH12,OG0002965,LWH12-1.2_000723,FALSE,FALSE
LWH12,OG0002971,LWH12-1.2_002139,TRUE,FALSE
LWH12,OG0002972,LWH12-1.2_002147,TRUE,FALSE
LWH12,OG0002973,LWH12-1.2_002148,TRUE,FALSE
LWH12,OG0002975,LWH12-1.2_002409,FALSE,FALSE
LWH12,OG0002982,LWH12-1.2_002568,FALSE,FALSE
LWH12,OG0003002,LWH12-1.2_002236,FALSE,FALSE
LWH12,OG0003032,LWH12-1.2_001316,FALSE,FALSE
LWH12,OG0003104,LWH12-1.2_002727,FALSE,FALSE
LWH12,OG0003117,LWH12-1.2_001447,FALSE,FALSE
LWH12,OG0003159,LWH12-1.2_002744,FALSE,FALSE
LWH12,OG0003161,LWH12-1.2_003392,FALSE,FALSE
LWH12,OG0003179,LWH12-1.2_003561,FALSE,FALSE
LWH12,OG0003184,LWH12-1.2_003130,FALSE,FALSE
LWH12,OG0003197,LWH12-1.2_001907,FALSE,FALSE
LWH12,OG0003211,LWH12-1.2_001448,FALSE,FALSE
LWH12,OG0003289,LWH12-1.2_000164,FALSE,FALSE
LWH12,OG0003292,LWH12-1.2_002456,FALSE,FALSE
LWH12,OG0003293,LWH12-1.2_002457,FALSE,FALSE
LWH12,OG0003303,LWH12-1.2_003017,FALSE,FALSE
LWH12,OG0003306,LWH12-1.2_002737,FALSE,FALSE
LWH12,OG0003307,LWH12-1.2_002736,FALSE,FALSE
LWH12,OG0003308,LWH12-1.2_002481,FALSE,FALSE
LWH12,OG0003312,LWH12-1.2_001569,FALSE,FALSE
LWH12,OG0003390,LWH12-1.2_000802,FALSE,FALSE
LWH12,OG0003394,LWH12-1.2_003538,FALSE,FALSE
LWH12,OG0003398,LWH12-1.2_003146,FALSE,FALSE
LWH12,OG0003399,LWH12-1.2_003129,FALSE,FALSE
LWH12,OG0003411,LWH12-1.2_002540,FALSE,FALSE
LWH12,OG0003415,LWH12-1.2_001064,FALSE,FALSE
LWH12,OG0003417,LWH12-1.2_002906,FALSE,FALSE
LWH12,OG0003417,LWH12-1.2_003202,FALSE,FALSE
LWH12,OG0003418,LWH12-1.2_001617,FALSE,FALSE
LWH12,OG0003486,LWH12-1.2_002171,FALSE,FALSE
LWH12,OG0003486,LWH12-1.2_002178,FALSE,FALSE
LWH12,OG0003488,LWH12-1.2_000088,FALSE,FALSE
LWH12,OG0003488,LWH12-1.2_000474,FALSE,FALSE
LWH12,OG0003488,LWH12-1.2_001528,FALSE,FALSE
LWH12,OG0003510,LWH12-1.2_000165,FALSE,FALSE
LWH12,OG0003515,LWH12-1.2_002455,FALSE,FALSE
LWH12,OG0003521,LWH12-1.2_003160,FALSE,FALSE
LWH12,OG0003524,LWH12-1.2_002203,FALSE,FALSE
LWH12,OG0003538,LWH12-1.2_001807,FALSE,FALSE
LWH12,OG0003541,LWH12-1.2_001420,FALSE,FALSE
LWH12,OG0003630,LWH12-1.2_002169,FALSE,FALSE
LWH12,OG0003630,LWH12-1.2_002176,FALSE,FALSE
LWH12,OG0003656,LWH12-1.2_003155,FALSE,FALSE
LWH12,OG0003657,LWH12-1.2_003154,FALSE,FALSE
LWH12,OG0003671,LWH12-1.2_002740,FALSE,FALSE
LWH12,OG0003672,LWH12-1.2_002742,FALSE,FALSE
LWH12,OG0003673,LWH12-1.2_002733,FALSE,FALSE
LWH12,OG0003687,LWH12-1.2_001203,FALSE,FALSE
LWH12,OG0003689,LWH12-1.2_000785,FALSE,FALSE
LWH12,OG0003697,LWH12-1.2_002907,FALSE,FALSE
LWH12,OG0003697,LWH12-1.2_003203,FALSE,FALSE
LWH12,OG0003698,LWH12-1.2_002908,FALSE,FALSE
LWH12,OG0003698,LWH12-1.2_003205,FALSE,FALSE
LWH12,OG0003699,LWH12-1.2_002905,FALSE,FALSE
LWH12,OG0003699,LWH12-1.2_003204,FALSE,FALSE
LWH12,OG0003711,LWH12-1.2_000372,FALSE,FALSE
LWH12,OG0003791,LWH12-1.2_002167,FALSE,FALSE
LWH12,OG0003836,LWH12-1.2_003632,FALSE,FALSE
LWH12,OG0003841,LWH12-1.2_002165,FALSE,FALSE
LWH12,OG0003859,LWH12-1.2_003060,FALSE,FALSE
LWH12,OG0003950,LWH12-1.2_003548,FALSE,FALSE
LWH12,OG0003998,LWH12-1.2_003059,FALSE,FALSE
LWH12,OG0004020,LWH12-1.2_000587,FALSE,FALSE
LWH12,OG0004149,LWH12-1.2_002180,FALSE,FALSE
LWH12,OG0004188,LWH12-1.2_000131,FALSE,FALSE
LWH12,OG0004189,LWH12-1.2_000099,FALSE,FALSE
LWH12,OG0004196,LWH12-1.2_002834,FALSE,FALSE
LWH12,OG0004197,LWH12-1.2_002833,FALSE,FALSE
LWH12,OG0004208,LWH12-1.2_002018,FALSE,FALSE
LWH12,OG0004215,LWH12-1.2_000224,FALSE,FALSE
LWH12,OG0004216,LWH12-1.2_000223,FALSE,FALSE
LWH12,OG0004243,LWH12-1.2_002738,FALSE,FALSE
LWH12,OG0004389,LWH12-1.2_002168,FALSE,FALSE
LWH12,OG0004446,LWH12-1.2_000705,FALSE,FALSE
LWH12,OG0004451,LWH12-1.2_003593,FALSE,FALSE
LWH12,OG0004455,LWH12-1.2_000692,FALSE,FALSE
LWH12,OG0004458,LWH12-1.2_002996,FALSE,FALSE
LWH12,OG0004466,LWH12-1.2_000206,FALSE,FALSE
LWH12,OG0004471,LWH12-1.2_002514,FALSE,FALSE
LWH12,OG0004479,LWH12-1.2_001620,FALSE,FALSE
LWH12,OG0004483,LWH12-1.2_003201,FALSE,FALSE
LWH12,OG0004484,LWH12-1.2_002832,FALSE,FALSE
LWH12,OG0004489,LWH12-1.2_003509,FALSE,FALSE
LWH12,OG0004490,LWH12-1.2_003505,FALSE,FALSE
LWH12,OG0004523,LWH12-1.2_003440,FALSE,FALSE
LWH12,OG0004524,LWH12-1.2_003441,FALSE,FALSE
LWH12,OG0004694,LWH12-1.2_000563,FALSE,FALSE
LWH12,OG0004706,LWH12-1.2_002131,FALSE,FALSE
LWH12,OG0004707,LWH12-1.2_002127,FALSE,FALSE
LWH12,OG0004708,LWH12-1.2_002125,FALSE,FALSE
LWH13,OG0000100,LWH13-1.2_002885,FALSE,FALSE
LWH13,OG0000108,LWH13-1.2_001607,FALSE,FALSE
LWH13,OG0000108,LWH13-1.2_001612,FALSE,FALSE
LWH13,OG0000108,LWH13-1.2_003102,FALSE,FALSE
LWH13,OG0000173,LWH13-1.2_002530,FALSE,FALSE
LWH13,OG0000173,LWH13-1.2_002536,FALSE,FALSE
LWH13,OG0000197,LWH13-1.2_002555,FALSE,FALSE
LWH13,OG0000197,LWH13-1.2_003265,FALSE,FALSE
LWH13,OG0000344,LWH13-1.2_002576,FALSE,FALSE
LWH13,OG0000344,LWH13-1.2_002589,FALSE,FALSE
LWH13,OG0000359,LWH13-1.2_001860,FALSE,FALSE
LWH13,OG0000609,LWH13-1.2_002390,FALSE,FALSE
LWH13,OG0001624,LWH13-1.2_000571,FALSE,FALSE
LWH13,OG0001626,LWH13-1.2_002590,FALSE,FALSE
LWH13,OG0001681,LWH13-1.2_002568,FALSE,FALSE
LWH13,OG0001787,LWH13-1.2_002528,TRUE,FALSE
LWH13,OG0001787,LWH13-1.2_002537,TRUE,FALSE
LWH13,OG0001839,LWH13-1.2_002735,FALSE,FALSE
LWH13,OG0001860,LWH13-1.2_001571,FALSE,FALSE
LWH13,OG0001860,LWH13-1.2_003243,FALSE,FALSE
LWH13,OG0001904,LWH13-1.2_000983,FALSE,FALSE
LWH13,OG0001904,LWH13-1.2_002465,FALSE,FALSE
LWH13,OG0001923,LWH13-1.2_002396,FALSE,FALSE
LWH13,OG0001961,LWH13-1.2_001635,FALSE,FALSE
LWH13,OG0001981,LWH13-1.2_002582,FALSE,FALSE
LWH13,OG0002028,LWH13-1.2_002583,FALSE,FALSE
LWH13,OG0002086,LWH13-1.2_002531,FALSE,FALSE
LWH13,OG0002091,LWH13-1.2_002938,FALSE,FALSE
LWH13,OG0002112,LWH13-1.2_000872,FALSE,FALSE
LWH13,OG0002149,LWH13-1.2_002527,TRUE,FALSE
LWH13,OG0002151,LWH13-1.2_002913,FALSE,FALSE
LWH13,OG0002152,LWH13-1.2_000127,FALSE,FALSE
LWH13,OG0002159,LWH13-1.2_001912,FALSE,FALSE
LWH13,OG0002173,LWH13-1.2_000962,FALSE,FALSE
LWH13,OG0002174,LWH13-1.2_000929,FALSE,FALSE
LWH13,OG0002176,LWH13-1.2_000530,FALSE,FALSE
LWH13,OG0002178,LWH13-1.2_001392,FALSE,FALSE
LWH13,OG0002181,LWH13-1.2_003386,FALSE,FALSE
LWH13,OG0002191,LWH13-1.2_002496,FALSE,FALSE
LWH13,OG0002193,LWH13-1.2_002393,FALSE,FALSE
LWH13,OG0002194,LWH13-1.2_002737,FALSE,FALSE
LWH13,OG0002204,LWH13-1.2_002389,FALSE,FALSE
LWH13,OG0002234,LWH13-1.2_000215,FALSE,FALSE
LWH13,OG0002278,LWH13-1.2_001959,FALSE,FALSE
LWH13,OG0002286,LWH13-1.2_003273,FALSE,FALSE
LWH13,OG0002344,LWH13-1.2_002473,FALSE,FALSE
LWH13,OG0002349,LWH13-1.2_001324,FALSE,FALSE
LWH13,OG0002361,LWH13-1.2_000251,FALSE,FALSE
LWH13,OG0002362,LWH13-1.2_000250,FALSE,FALSE
LWH13,OG0002374,LWH13-1.2_002538,FALSE,FALSE
LWH13,OG0002394,LWH13-1.2_002459,FALSE,FALSE
LWH13,OG0002409,LWH13-1.2_001428,FALSE,FALSE
LWH13,OG0002434,LWH13-1.2_001389,FALSE,FALSE
LWH13,OG0002485,LWH13-1.2_002593,FALSE,FALSE
LWH13,OG0002551,LWH13-1.2_002524,FALSE,FALSE
LWH13,OG0002559,LWH13-1.2_002587,FALSE,FALSE
LWH13,OG0002576,LWH13-1.2_002331,FALSE,FALSE
LWH13,OG0002577,LWH13-1.2_002330,FALSE,FALSE
LWH13,OG0002595,LWH13-1.2_002950,FALSE,FALSE
LWH13,OG0002600,LWH13-1.2_000912,FALSE,FALSE
LWH13,OG0002602,LWH13-1.2_000926,FALSE,FALSE
LWH13,OG0002638,LWH13-1.2_003272,FALSE,FALSE
LWH13,OG0002665,LWH13-1.2_001841,FALSE,FALSE
LWH13,OG0002689,LWH13-1.2_000595,FALSE,FALSE
LWH13,OG0002693,LWH13-1.2_003545,FALSE,FALSE
LWH13,OG0002750,LWH13-1.2_000414,FALSE,FALSE
LWH13,OG0002759,LWH13-1.2_003554,FALSE,FALSE
LWH13,OG0002801,LWH13-1.2_002415,FALSE,FALSE
LWH13,OG0002811,LWH13-1.2_002532,FALSE,FALSE
LWH13,OG0002830,LWH13-1.2_001628,FALSE,FALSE
LWH13,OG0002831,LWH13-1.2_001627,FALSE,FALSE
LWH13,OG0002872,LWH13-1.2_002569,FALSE,FALSE
LWH13,OG0002896,LWH13-1.2_002554,FALSE,FALSE
LWH13,OG0002965,LWH13-1.2_001021,FALSE,FALSE
LWH13,OG0002971,LWH13-1.2_002525,TRUE,FALSE
LWH13,OG0002972,LWH13-1.2_002533,TRUE,FALSE
LWH13,OG0002973,LWH13-1.2_002534,TRUE,FALSE
LWH13,OG0003089,LWH13-1.2_002586,FALSE,FALSE
LWH13,OG0003117,LWH13-1.2_002505,FALSE,FALSE
LWH13,OG0003120,LWH13-1.2_003154,FALSE,FALSE
LWH13,OG0003124,LWH13-1.2_003152,FALSE,FALSE
LWH13,OG0003125,LWH13-1.2_003153,FALSE,FALSE
LWH13,OG0003161,LWH13-1.2_002563,FALSE,FALSE
LWH13,OG0003182,LWH13-1.2_002575,FALSE,FALSE
LWH13,OG0003211,LWH13-1.2_002506,FALSE,FALSE
LWH13,OG0003219,LWH13-1.2_000383,FALSE,FALSE
LWH13,OG0003273,LWH13-1.2_002571,FALSE,FALSE
LWH13,OG0003274,LWH13-1.2_002567,FALSE,FALSE
LWH13,OG0003275,LWH13-1.2_002566,FALSE,FALSE
LWH13,OG0003303,LWH13-1.2_002649,FALSE,FALSE
LWH13,OG0003308,LWH13-1.2_002851,FALSE,FALSE
LWH13,OG0003326,LWH13-1.2_002508,FALSE,FALSE
LWH13,OG0003395,LWH13-1.2_002585,FALSE,FALSE
LWH13,OG0003504,LWH13-1.2_003092,FALSE,FALSE
LWH13,OG0003516,LWH13-1.2_002577,FALSE,FALSE
LWH13,OG0003517,LWH13-1.2_002579,FALSE,FALSE
LWH13,OG0003518,LWH13-1.2_002588,FALSE,FALSE
LWH13,OG0003524,LWH13-1.2_002595,FALSE,FALSE
LWH13,OG0003564,LWH13-1.2_002573,FALSE,FALSE
LWH13,OG0003564,LWH13-1.2_002596,FALSE,FALSE
LWH13,OG0003791,LWH13-1.2_000230,FALSE,FALSE
LWH13,OG0004454,LWH13-1.2_003321,FALSE,FALSE
LWH13,OG0004490,LWH13-1.2_000258,FALSE,FALSE
LWH13,OG0004512,LWH13-1.2_002548,FALSE,FALSE
LWH13,OG0004513,LWH13-1.2_002542,FALSE,FALSE
LWH3,OG0000100,LWH3-1.2_001538,FALSE,FALSE
LWH3,OG0000100,LWH3-1.2_001999,FALSE,FALSE
LWH3,OG0000100,LWH3-1.2_002610,FALSE,FALSE
LWH3,OG0000108,LWH3-1.2_000109,FALSE,FALSE
LWH3,OG0000108,LWH3-1.2_000592,FALSE,FALSE
LWH3,OG0000108,LWH3-1.2_002833,FALSE,FALSE
LWH3,OG0000173,LWH3-1.2_000225,FALSE,FALSE
LWH3,OG0000173,LWH3-1.2_000243,FALSE,FALSE
LWH3,OG0000197,LWH3-1.2_000503,FALSE,FALSE
LWH3,OG0000344,LWH3-1.2_000211,FALSE,FALSE
LWH3,OG0000344,LWH3-1.2_000221,FALSE,FALSE
LWH3,OG0000344,LWH3-1.2_002754,FALSE,FALSE
LWH3,OG0000344,LWH3-1.2_003505,FALSE,FALSE
LWH3,OG0000359,LWH3-1.2_000829,FALSE,FALSE
LWH3,OG0000609,LWH3-1.2_000112,FALSE,FALSE
LWH3,OG0000609,LWH3-1.2_001490,FALSE,FALSE
LWH3,OG0001122,LWH3-1.2_000054,FALSE,FALSE
LWH3,OG0001122,LWH3-1.2_000976,FALSE,FALSE
LWH3,OG0001624,LWH3-1.2_001074,FALSE,FALSE
LWH3,OG0001626,LWH3-1.2_000538,FALSE,FALSE
LWH3,OG0001681,LWH3-1.2_000578,FALSE,FALSE
LWH3,OG0001787,LWH3-1.2_000242,TRUE,FALSE
LWH3,OG0001787,LWH3-1.2_000244,TRUE,FALSE
LWH3,OG0001787,LWH3-1.2_000265,TRUE,FALSE
LWH3,OG0001839,LWH3-1.2_000376,FALSE,FALSE
LWH3,OG0001860,LWH3-1.2_002369,FALSE,FALSE
LWH3,OG0001904,LWH3-1.2_003277,FALSE,FALSE
LWH3,OG0001923,LWH3-1.2_000555,FALSE,FALSE
LWH3,OG0001923,LWH3-1.2_000565,FALSE,FALSE
LWH3,OG0001961,LWH3-1.2_000981,FALSE,FALSE
LWH3,OG0001981,LWH3-1.2_000215,FALSE,FALSE
LWH3,OG0001981,LWH3-1.2_002757,FALSE,FALSE
LWH3,OG0001981,LWH3-1.2_003503,FALSE,FALSE
LWH3,OG0002028,LWH3-1.2_000214,FALSE,FALSE
LWH3,OG0002028,LWH3-1.2_002758,FALSE,FALSE
LWH3,OG0002028,LWH3-1.2_003504,FALSE,FALSE
LWH3,OG0002086,LWH3-1.2_000233,FALSE,FALSE
LWH3,OG0002086,LWH3-1.2_000257,FALSE,FALSE
LWH3,OG0002086,LWH3-1.2_000259,FALSE,FALSE
LWH3,OG0002091,LWH3-1.2_000641,FALSE,FALSE
LWH3,OG0002091,LWH3-1.2_001603,FALSE,FALSE
LWH3,OG0002112,LWH3-1.2_001842,FALSE,FALSE
LWH3,OG0002149,LWH3-1.2_000228,TRUE,FALSE
LWH3,OG0002149,LWH3-1.2_000247,TRUE,FALSE
LWH3,OG0002149,LWH3-1.2_000273,TRUE,FALSE
LWH3,OG0002151,LWH3-1.2_000600,FALSE,FALSE
LWH3,OG0002152,LWH3-1.2_001252,FALSE,FALSE
LWH3,OG0002159,LWH3-1.2_002902,FALSE,FALSE
LWH3,OG0002173,LWH3-1.2_001945,FALSE,FALSE
LWH3,OG0002174,LWH3-1.2_001898,FALSE,FALSE
LWH3,OG0002176,LWH3-1.2_001867,FALSE,FALSE
LWH3,OG0002178,LWH3-1.2_001828,FALSE,FALSE
LWH3,OG0002181,LWH3-1.2_002394,FALSE,FALSE
LWH3,OG0002193,LWH3-1.2_001078,FALSE,FALSE
LWH3,OG0002194,LWH3-1.2_000378,FALSE,FALSE
LWH3,OG0002204,LWH3-1.2_000731,FALSE,FALSE
LWH3,OG0002234,LWH3-1.2_002375,FALSE,FALSE
LWH3,OG0002278,LWH3-1.2_003064,FALSE,FALSE
LWH3,OG0002286,LWH3-1.2_000484,FALSE,FALSE
LWH3,OG0002286,LWH3-1.2_000652,FALSE,FALSE
LWH3,OG0002342,LWH3-1.2_000278,FALSE,FALSE
LWH3,OG0002342,LWH3-1.2_003507,FALSE,FALSE
LWH3,OG0002349,LWH3-1.2_002123,FALSE,FALSE
LWH3,OG0002361,LWH3-1.2_000135,FALSE,FALSE
LWH3,OG0002362,LWH3-1.2_000136,FALSE,FALSE
LWH3,OG0002374,LWH3-1.2_000232,FALSE,FALSE
LWH3,OG0002394,LWH3-1.2_000848,FALSE,FALSE
LWH3,OG0002409,LWH3-1.2_001052,FALSE,FALSE
LWH3,OG0002434,LWH3-1.2_002468,FALSE,FALSE
LWH3,OG0002456,LWH3-1.2_001758,FALSE,FALSE
LWH3,OG0002485,LWH3-1.2_000542,FALSE,FALSE
LWH3,OG0002551,LWH3-1.2_000267,FALSE,FALSE
LWH3,OG0002551,LWH3-1.2_001487,FALSE,FALSE
LWH3,OG0002559,LWH3-1.2_000219,FALSE,FALSE
LWH3,OG0002559,LWH3-1.2_000279,FALSE,FALSE
LWH3,OG0002576,LWH3-1.2_001583,FALSE,FALSE
LWH3,OG0002577,LWH3-1.2_001582,FALSE,FALSE
LWH3,OG0002638,LWH3-1.2_000483,FALSE,FALSE
LWH3,OG0002704,LWH3-1.2_001696,FALSE,FALSE
LWH3,OG0002705,LWH3-1.2_001697,FALSE,FALSE
LWH3,OG0002757,LWH3-1.2_001110,FALSE,FALSE
LWH3,OG0002810,LWH3-1.2_001133,FALSE,FALSE
LWH3,OG0002810,LWH3-1.2_003590,FALSE,FALSE
LWH3,OG0002811,LWH3-1.2_000256,FALSE,FALSE
LWH3,OG0002915,LWH3-1.2_001536,FALSE,FALSE
LWH3,OG0002971,LWH3-1.2_000227,TRUE,FALSE
LWH3,OG0002972,LWH3-1.2_000255,TRUE,FALSE
LWH3,OG0002973,LWH3-1.2_000254,TRUE,FALSE
LWH3,OG0002975,LWH3-1.2_001111,FALSE,FALSE
LWH3,OG0003002,LWH3-1.2_000989,FALSE,FALSE
LWH3,OG0003089,LWH3-1.2_000218,FALSE,FALSE
LWH3,OG0003104,LWH3-1.2_003292,FALSE,FALSE
LWH3,OG0003159,LWH3-1.2_000610,FALSE,FALSE
LWH3,OG0003182,LWH3-1.2_000222,FALSE,FALSE
LWH3,OG0003289,LWH3-1.2_001944,FALSE,FALSE
LWH3,OG0003306,LWH3-1.2_003298,FALSE,FALSE
LWH3,OG0003307,LWH3-1.2_003297,FALSE,FALSE
LWH3,OG0003326,LWH3-1.2_003599,FALSE,FALSE
LWH3,OG0003394,LWH3-1.2_000978,FALSE,FALSE
LWH3,OG0003395,LWH3-1.2_000212,FALSE,FALSE
LWH3,OG0003411,LWH3-1.2_003144,FALSE,FALSE
LWH3,OG0003415,LWH3-1.2_001507,FALSE,FALSE
LWH3,OG0003486,LWH3-1.2_000238,FALSE,FALSE
LWH3,OG0003516,LWH3-1.2_000208,FALSE,FALSE
LWH3,OG0003517,LWH3-1.2_000210,FALSE,FALSE
LWH3,OG0003518,LWH3-1.2_000220,FALSE,FALSE
LWH3,OG0003524,LWH3-1.2_001160,FALSE,FALSE
LWH3,OG0003630,LWH3-1.2_000236,FALSE,FALSE
LWH3,OG0003671,LWH3-1.2_000607,FALSE,FALSE
LWH3,OG0003672,LWH3-1.2_000609,FALSE,FALSE
LWH3,OG0003791,LWH3-1.2_000234,FALSE,FALSE
LWH3,OG0003836,LWH3-1.2_001549,FALSE,FALSE
LWH3,OG0003836,LWH3-1.2_002859,FALSE,FALSE
LWH3,OG0003836,LWH3-1.2_002860,FALSE,FALSE
LWH3,OG0003841,LWH3-1.2_000231,FALSE,FALSE
LWH3,OG0003950,LWH3-1.2_000972,FALSE,FALSE
LWH3,OG0004149,LWH3-1.2_000241,FALSE,FALSE
LWH3,OG0004389,LWH3-1.2_000235,FALSE,FALSE
LWH3,OG0004487,LWH3-1.2_000074,FALSE,FALSE
LWH3,OG0004515,LWH3-1.2_000508,FALSE,FALSE
LWH3,OG0004706,LWH3-1.2_000270,FALSE,FALSE
LWH3,OG0004707,LWH3-1.2_003198,FALSE,FALSE
LWH3,OG0004708,LWH3-1.2_000274,FALSE,FALSE
LWH7,OG0000100,LWH7-1.2_000558,FALSE,FALSE
LWH7,OG0000100,LWH7-1.2_000685,FALSE,FALSE
LWH7,OG0000100,LWH7-1.2_001185,FALSE,FALSE
LWH7,OG0000100,LWH7-1.2_001389,FALSE,FALSE
LWH7,OG0000108,LWH7-1.2_000395,FALSE,FALSE
LWH7,OG0000108,LWH7-1.2_002980,FALSE,FALSE
LWH7,OG0000108,LWH7-1.2_003594,FALSE,FALSE
LWH7,OG0000108,LWH7-1.2_003929,FALSE,FALSE
LWH7,OG0000173,LWH7-1.2_001209,FALSE,FALSE
LWH7,OG0000173,LWH7-1.2_002364,FALSE,FALSE
LWH7,OG0000173,LWH7-1.2_003331,FALSE,FALSE
LWH7,OG0000173,LWH7-1.2_003373,FALSE,FALSE
LWH7,OG0000173,LWH7-1.2_003392,FALSE,FALSE
LWH7,OG0000173,LWH7-1.2_003402,FALSE,FALSE
LWH7,OG0000173,LWH7-1.2_003449,FALSE,FALSE
LWH7,OG0000173,LWH7-1.2_003467,FALSE,FALSE
LWH7,OG0000197,LWH7-1.2_003045,FALSE,FALSE
LWH7,OG0000344,LWH7-1.2_003343,FALSE,FALSE
LWH7,OG0000344,LWH7-1.2_003414,FALSE,FALSE
LWH7,OG0000344,LWH7-1.2_003425,FALSE,FALSE
LWH7,OG0000344,LWH7-1.2_003827,FALSE,FALSE
LWH7,OG0000359,LWH7-1.2_002725,FALSE,FALSE
LWH7,OG0000609,LWH7-1.2_001914,FALSE,FALSE
LWH7,OG0000609,LWH7-1.2_003589,FALSE,FALSE
LWH7,OG0001122,LWH7-1.2_002557,FALSE,FALSE
LWH7,OG0001122,LWH7-1.2_003640,FALSE,FALSE
LWH7,OG0001624,LWH7-1.2_002458,FALSE,FALSE
LWH7,OG0001626,LWH7-1.2_003029,FALSE,FALSE
LWH7,OG0001681,LWH7-1.2_002355,FALSE,FALSE
LWH7,OG0001681,LWH7-1.2_003000,FALSE,FALSE
LWH7,OG0001787,LWH7-1.2_003375,TRUE,FALSE
LWH7,OG0001787,LWH7-1.2_003404,TRUE,FALSE
LWH7,OG0001787,LWH7-1.2_003448,TRUE,FALSE
LWH7,OG0001787,LWH7-1.2_003450,TRUE,FALSE
LWH7,OG0001839,LWH7-1.2_003222,FALSE,FALSE
LWH7,OG0001839,LWH7-1.2_003901,FALSE,FALSE
LWH7,OG0001904,LWH7-1.2_004081,FALSE,FALSE
LWH7,OG0001923,LWH7-1.2_003013,FALSE,FALSE
LWH7,OG0001923,LWH7-1.2_003023,FALSE,FALSE
LWH7,OG0001981,LWH7-1.2_003340,FALSE,FALSE
LWH7,OG0001981,LWH7-1.2_003421,FALSE,FALSE
LWH7,OG0001981,LWH7-1.2_003829,FALSE,FALSE
LWH7,OG0002028,LWH7-1.2_003339,FALSE,FALSE
LWH7,OG0002028,LWH7-1.2_003422,FALSE,FALSE
LWH7,OG0002028,LWH7-1.2_003828,FALSE,FALSE
LWH7,OG0002086,LWH7-1.2_003383,FALSE,FALSE
LWH7,OG0002086,LWH7-1.2_003435,FALSE,FALSE
LWH7,OG0002086,LWH7-1.2_003459,FALSE,FALSE
LWH7,OG0002091,LWH7-1.2_001789,FALSE,FALSE
LWH7,OG0002112,LWH7-1.2_001536,FALSE,FALSE
LWH7,OG0002149,LWH7-1.2_003400,TRUE,FALSE
LWH7,OG0002149,LWH7-1.2_003446,TRUE,FALSE
LWH7,OG0002149,LWH7-1.2_003464,TRUE,FALSE
LWH7,OG0002151,LWH7-1.2_002972,FALSE,FALSE
LWH7,OG0002152,LWH7-1.2_002160,FALSE,FALSE
LWH7,OG0002159,LWH7-1.2_000315,FALSE,FALSE
LWH7,OG0002173,LWH7-1.2_001438,FALSE,FALSE
LWH7,OG0002174,LWH7-1.2_001488,FALSE,FALSE
LWH7,OG0002176,LWH7-1.2_001509,FALSE,FALSE
